Bus,MessageID,Message,MessageLength,Time
0,0x180,0x9054000000000000,8,0.02627849578857422
0,0x185,0x65ab000000000000,8,0.026346921920776367
0,0x226,0xfce900ff00200002,8,0.026368141174316406
0,0x1ab,0xe480004000500000,8,0.026386022567749023
0,0x227,0x02163b080000f807,8,0.026402950286865234
0,0x1ac,0x0000000000000000,8,0.026419878005981445
0,0x38b,0x58c3000000000100,8,0.02643609046936035
0,0x473,0xf655002500000000,8,0.026452064514160156
0,0x38c,0x0000000000000000,8,0.026468276977539062
0,0x41a,0xf210120000000000,8,0.026494503021240234
0,0x41b,0x8010000000010000,8,0.02651071548461914
0,0x41c,0xf110e00000000000,8,0.026526212692260742
0,0x422,0x0110010000000000,8,0.026541709899902344
0,0x442,0xce20118100000000,8,0.026557207107543945
0,0x473,0xf655002500000000,8,0.02657294273376465
0,0x432,0x0320020000000000,8,0.026588916778564453
0,0x3c1,0x4d00200000000000,8,0.026604175567626953
0,0x3c2,0x4b00184000000000,8,0.026619911193847656
0,0x3e0,0xc310010000000000,8,0.02663564682006836
0,0x41a,0xf210120000000000,8,0.02665257453918457
0,0x41b,0x8010000000010000,8,0.026668071746826172
0,0x41c,0xf110e00000000000,8,0.026683568954467773
0,0x422,0x0110010000000000,8,0.02670001983642578
0,0x442,0xce20118100000000,8,0.026720046997070312
0,0x473,0xf655002500000000,8,0.026736021041870117
0,0x432,0x0320020000000000,8,0.026752710342407227
0,0x1ab,0x2326035000500000,8,0.02676868438720703
0,0x180,0xe59c030000000000,8,0.026784181594848633
0,0x185,0x1063030000000000,8,0.026799678802490234
0,0x1ac,0x0000000000000000,8,0.026815176010131836
0,0x3c1,0x4d00200000000000,8,0.026831626892089844
0,0x3c2,0x4b00184000000000,8,0.02684760093688965
0,0x36f,0xfe01010000000000,8,0.02686333656311035
0,0x37f,0x1d00122441020000,8,0.02687859535217285
0,0x3c1,0x4d00200000000000,8,0.026894330978393555
0,0x3c2,0x4b00184000000000,8,0.02690911293029785
0,0x411,0x6111100110144404,8,0.026924610137939453
0,0x414,0xf010000028000000,8,0.026940107345581055
0,0x418,0x8f100000100c0000,8,0.02695488929748535
0,0x48f,0xad10410005000000,8,0.02697014808654785
0,0x405,0xe400000000000000,8,0.02698516845703125
0,0x410,0xa610ff3cff7fffff,8,0.027001142501831055
0,0x412,0xdc00000000000000,8,0.02701425552368164
0,0x413,0xb900000000000000,8,0.027027130126953125
0,0x416,0x5500000000000000,8,0.027040481567382812
0,0x417,0x3000000000000000,8,0.027056217193603516
0,0x419,0xe12053d481666700,8,0.027071475982666016
0,0x418,0x17200000140c0000,8,0.027086257934570312
0,0x419,0x443053d47d666700,8,0.027100801467895508
0,0x411,0x6111100110144404,8,0.027118444442749023
0,0x414,0xf010000028000000,8,0.027133941650390625
0,0x48f,0xad10410005000000,8,0.027149438858032227
0,0x1ab,0xebdf085000500000,8,0.027172088623046875
0,0x180,0x4a4a080000000000,8,0.027187585830688477
0,0x226,0xd84101ff00200002,8,0.027203083038330078
0,0x185,0xbfb5080000000000,8,0.027217864990234375
0,0x227,0x02163b080000f807,8,0.027232646942138672
0,0x1ac,0x0000000000000000,8,0.027248620986938477
