Bus,MessageID,Message,MessageLength,Time
130,0x444,0x9e50000000000000,8,0.02567887306213379
0,0x445,0x77a0000000000018,8,0.02573990821838379
130,0x10e,0x00000a0000000000,8,0.0259857177734375
0,0x30b,0xb929490004000000,8,0.02600264549255371
130,0x445,0x77a0000000000018,8,0.0260162353515625
0,0x464,0xc5c0f0ff387f0500,8,0.02602982521057129
130,0x30b,0xb929490004000000,8,0.026042461395263672
0,0x30c,0x00000e002c00a00f,8,0.026062965393066406
130,0x464,0xc5c0f0ff387f0500,8,0.026078462600708008
0,0x30d,0x0000000033000000,8,0.0260922908782959
130,0x30c,0x00000e002c00a00f,8,0.02610635757446289
0,0x30e,0x00002805210000fe,8,0.026121139526367188
130,0x30d,0x0000000033000000,8,0.026134967803955078
130,0x30e,0x00002805210000fe,8,0.02614879608154297
0,0x2d6,0x2754230000000000,8,0.026161909103393555
0,0x2eb,0x60ae230a04010000,8,0.026174545288085938
130,0x2d6,0x2754230000000000,8,0.026187658309936523
0,0x251,0xcb53470000000000,8,0.02620077133178711
130,0x2eb,0x60ae230a04010000,8,0.026213407516479492
0,0x2d7,0x0000000003000000,8,0.026226043701171875
130,0x251,0xcb53470000000000,8,0.02623891830444336
0,0x252,0x00003b3b03000000,8,0.026250839233398438
130,0x2d7,0x0000000003000000,8,0.026264429092407227
0,0x2d8,0x0000000000003833,8,0.02627706527709961
130,0x252,0x00003b3b03000000,8,0.026289939880371094
0,0x253,0x0000003c3c008033,8,0.026302337646484375
130,0x2d8,0x0000000000003833,8,0.026314973831176758
0,0x2d9,0x0000000000000000,8,0.026328086853027344
130,0x253,0x0000003c3c008033,8,0.026340484619140625
0,0x2ec,0x0700000000000000,8,0.026353120803833008
130,0x2d9,0x0000000000000000,8,0.026365995407104492
0,0x396,0xed87230f04030000,8,0.026378393173217773
130,0x2ec,0x0700000000000000,8,0.026390790939331055
0,0x2ed,0x0000000000000000,8,0.026403427124023438
130,0x396,0xed87230f04030000,8,0.02641606330871582
0,0x397,0x1000000000000000,8,0.026428937911987305
130,0x2ed,0x0000000000000000,8,0.026440858840942383
0,0x2ee,0x0000000000000000,8,0.026453733444213867
130,0x397,0x1000000000000000,8,0.026465892791748047
0,0x398,0x0000000000000000,8,0.026479005813598633
130,0x2ee,0x0000000000000000,8,0.026491403579711914
0,0x419,0x2850a7db2d6f6f00,8,0.026503801345825195
130,0x398,0x0000000000000000,8,0.02651667594909668
130,0x419,0x2850a7db2d6f6f00,8,0.026528358459472656
2,0x4e8,0xffffff05ffffff00,8,0.026540040969848633
128,0x4e8,0xffffff05ffffff00,8,0.02655196189880371
0,0x384,0x717f050600ff0011,8,0.02656388282775879
130,0x384,0x717f050600ff0011,8,0.026575565338134766
0,0x36,0xa431e00100002101,8,0.02658677101135254
130,0x36,0xa431e00100002101,8,0.02659893035888672
0,0x37,0x4400001000400000,8,0.02661871910095215
0,0x38,0x02010000f03982d4,8,0.02663111686706543
130,0x37,0x4400001000400000,8,0.026643037796020508
130,0x38,0x02010000f03982d4,8,0.026654720306396484
