Bus,MessageID,Message,MessageLength,Time
0,0x11b,0x318048058008a802,8,0.027645111083984375
130,0x11b,0x318048058008a802,8,0.02772068977355957
0,0x12b,0x767a480600000800,8,0.027752161026000977
130,0x12b,0x767a480600000800,8,0.02778148651123047
0,0x11c,0x0005200022000101,8,0.027806997299194336
130,0x11c,0x0005200022000101,8,0.02783370018005371
0,0x12c,0x0000010000640000,8,0.02785944938659668
0,0x1e1,0xb716a80200000000,8,0.027884721755981445
130,0x12c,0x0000010000640000,8,0.02790999412536621
0,0x161,0xe811240300000002,8,0.027943849563598633
130,0x1e1,0xb716a80200000000,8,0.027968645095825195
0,0x1e2,0x0000000000000000,8,0.027992725372314453
130,0x161,0xe811240300000002,8,0.028017044067382812
0,0x162,0xfffc010000000000,8,0.028043031692504883
130,0x1e2,0x0000000000000000,8,0.028066396713256836
130,0x162,0xfffc010000000000,8,0.0280916690826416
0,0x1e6,0x2463a50200000000,8,0.028115272521972656
130,0x1e6,0x2463a50200000000,8,0.02814030647277832
0,0x1bb,0x9fdea5020000000a,8,0.02816295623779297
130,0x1bb,0x9fdea5020000000a,8,0.028187274932861328
0,0x1bc,0x3200000002000000,8,0.028211116790771484
130,0x1bc,0x3200000002000000,8,0.02823495864868164
0,0x1bd,0x0000000000000000,8,0.028257369995117188
0,0x1e7,0x0000220320010000,8,0.028281211853027344
130,0x1bd,0x0000000000000000,8,0.028305530548095703
130,0x1e7,0x0000220320010000,8,0.028328895568847656
2,0x487,0x0000000000000000,8,0.028353452682495117
128,0x487,0x0000000000000000,8,0.02837991714477539
2,0x642,0x0000ffffffff0000,8,0.02840399742126465
128,0x642,0x0000ffffffff0000,8,0.0284268856048584
0,0x36,0xb057095100002505,8,0.028450727462768555
130,0x36,0xb057095100002505,8,0.028475522994995117
0,0x37,0x0000001000400000,8,0.02850055694580078
130,0x37,0x0000001000400000,8,0.028524160385131836
0,0x38,0x04000000f03996d4,8,0.028548479080200195
130,0x38,0x04000000f03996d4,8,0.028572797775268555
0,0x39,0x0000000000000000,8,0.02859663963317871
130,0x39,0x0000000000000000,8,0.028620004653930664
0,0x561,0x630200000000ffff,8,0.028644561767578125
130,0x561,0x630200000000ffff,8,0.02866959571838379
0,0x1a1,0x71b624fef77f6400,8,0.028694868087768555
130,0x1a1,0x71b624fef77f6400,8,0.02871870994567871
0,0x1a2,0x0000000000080000,8,0.028742074966430664
130,0x1a2,0x0000000000080000,8,0.028767108917236328
0,0x1a3,0xfff33f0000000000,8,0.028791189193725586
130,0x1a3,0xfff33f0000000000,8,0.028815031051635742
0,0x1a4,0xfe07000000000000,8,0.028839826583862305
130,0x1a4,0xfe07000000000000,8,0.028864622116088867
0,0x3b6,0x8f26d80000000032,8,0.02888941764831543
130,0x3b6,0x8f26d80000000032,8,0.028914213180541992
0,0x3b7,0x3100000000000000,8,0.02893972396850586
130,0x3b7,0x3100000000000000,8,0.028964996337890625
0,0x3b8,0xdb0200000000690e,8,0.02900218963623047
130,0x3b8,0xdb0200000000690e,8,0.02902817726135254
0,0x3b9,0x0000000000000000,8,0.029052734375
130,0x3b9,0x0000000000000000,8,0.02907848358154297
0,0x448,0x7f00000000000000,8,0.02910447120666504
2,0x643,0x00fcffffffff0300,8,0.029129981994628906
130,0x448,0x7f00000000000000,8,0.029152870178222656
128,0x643,0x00fcffffffff0300,8,0.02917647361755371
0,0x3b2,0xaac60102292f3400,8,0.029198408126831055
130,0x3b2,0xaac60102292f3400,8,0.029220104217529297
0,0x1ab,0xb7821c5070500000,8,0.029239892959594727
0,0x10b,0xe2d2f90000000005,8,0.02926039695739746
130,0x1ab,0xb7821c5070500000,8,0.0292818546295166
0,0x1ac,0x0028000000000000,8,0.029301881790161133
130,0x10b,0xe2d2f90000000005,8,0.02932286262512207
0,0x10c,0xfff9e71f322f3131,8,0.02934432029724121
130,0x1ac,0x0028000000000000,8,0.02936553955078125
0,0x10d,0xe002000000000135,8,0.029387474060058594
130,0x10c,0xfff9e71f322f3131,8,0.02940845489501953
0,0x1fb,0x8df7d40000000000,8,0.029429912567138672
130,0x10d,0xe002000000000135,8,0.029450178146362305
0,0x10e,0x00000a0000c0ab57,8,0.029471158981323242
130,0x1fb,0x8df7d40000000000,8,0.029491424560546875
