Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18313730,00000113,false,Rx,0,8,00,00,00,00,00,00,00,00,
18313755,0000019D,false,Rx,0,8,00,10,00,01,00,00,00,00,
18313782,00000114,false,Rx,0,8,00,00,00,00,00,00,00,00,
18313828,0000019E,false,Rx,0,8,15,00,00,00,00,32,00,00,
18322692,000001AB,false,Rx,0,8,8A,55,DC,40,70,48,00,00,
18322751,000001AC,false,Rx,0,8,00,28,00,00,00,00,00,00,
18323694,00000495,false,Rx,0,8,49,00,00,00,00,00,00,00,
18327705,00000487,false,Rx,0,8,00,00,00,00,00,00,00,00,
18327757,00000642,false,Rx,0,8,FF,FF,FF,FF,FF,FF,00,00,
18327796,00000645,false,Rx,0,8,2B,36,06,B9,E6,32,56,00,
18335734,00000419,false,Rx,0,8,F8,B0,25,D5,81,89,65,00,
18340699,000003B6,false,Rx,0,8,5F,22,76,00,00,00,00,33,
18340746,000003B7,false,Rx,0,8,32,00,00,00,00,00,00,00,
18340863,000003B8,false,Rx,0,8,EE,02,00,00,00,00,69,0E,
18340894,000003B9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18341692,00000036,false,Rx,0,8,E9,CA,61,51,05,00,25,01,
18341724,00000037,false,Rx,0,8,00,46,01,10,7A,40,7A,00,
18341749,00000038,false,Rx,0,8,04,00,00,00,90,38,96,D4,
18342688,00000039,false,Rx,0,8,05,00,00,00,00,00,00,00,
18348697,0000011B,false,Rx,0,8,78,5E,97,05,80,08,A8,02,
18348737,0000012B,false,Rx,0,8,3F,A4,97,06,00,00,08,00,
18348794,0000011C,false,Rx,0,8,00,05,20,00,22,00,01,01,
18348825,0000012C,false,Rx,0,8,00,00,01,00,00,64,00,00,
18349692,00000475,false,Rx,0,8,12,00,00,00,00,00,00,00,
18349724,00000496,false,Rx,0,8,12,00,00,00,00,00,00,00,
18352688,00000401,false,Rx,0,8,C6,10,10,00,00,04,00,00,
18353692,0000010B,false,Rx,0,8,5E,C6,51,00,00,16,00,05,
18354690,0000010C,false,Rx,0,8,FF,F9,E7,1F,34,31,34,32,
18354724,0000010D,false,Rx,0,8,F2,02,16,00,10,00,00,35,
18354764,0000010E,false,Rx,0,8,7A,00,0A,00,7A,C0,AB,57,
18356691,00000121,false,Rx,0,8,1A,D7,51,00,00,1E,00,05,
18356722,00000122,false,Rx,0,8,FF,D9,67,1F,3C,31,3C,33,
18356771,00000123,false,Rx,0,8,F2,02,1E,00,10,00,00,35,
18356805,00000124,false,Rx,0,8,7A,00,0A,00,7A,00,20,40,
18357691,00000061,false,Rx,0,8,F8,EA,33,00,00,00,00,00,
18357732,00000062,false,Rx,0,8,02,02,00,02,40,FF,00,FF,
18357762,00000063,false,Rx,0,8,A5,01,15,00,00,08,FD,00,
18358690,00000064,false,Rx,0,8,00,00,00,04,FF,FA,00,00,
18358719,000000A1,false,Rx,0,8,4E,70,33,02,04,00,00,00,
18358747,000000A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
18358776,000000A3,false,Rx,0,8,00,40,01,00,00,00,00,00,
18362691,0000019B,false,Rx,0,8,54,87,A6,00,00,E4,00,00,
18362719,0000019C,false,Rx,0,8,40,20,00,00,00,00,0B,09,
18363692,0000019D,false,Rx,0,8,00,10,00,01,00,00,00,00,
18363723,0000019E,false,Rx,0,8,15,00,00,00,00,32,00,00,
18367688,000004A3,false,Rx,0,8,80,00,48,0B,3E,00,00,00,
18367717,000004A4,false,Rx,0,8,FF,FF,FF,00,00,00,00,00,
18375691,00000419,false,Rx,0,8,F8,B0,25,D5,81,89,65,00,
18376700,00000251,false,Rx,0,8,F4,F0,EE,00,00,00,00,00,
18376743,00000252,false,Rx,0,8,00,00,00,00,03,00,00,11,
18376767,00000253,false,Rx,0,8,11,00,00,39,39,00,80,30,
18377692,000004F0,false,Rx,0,8,4A,13,27,1C,48,1A,17,02,
18377723,00000448,false,Rx,0,8,7F,00,00,00,00,00,00,00,
18379688,000003A1,false,Rx,0,8,30,8C,84,00,FF,FF,FF,FF,
18379717,000003A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
18383691,00000382,false,Rx,0,8,22,3D,00,00,00,01,08,00,
18391693,00000036,false,Rx,0,8,E6,DB,66,51,05,00,25,01,
18391747,00000037,false,Rx,0,8,00,4B,01,10,7C,40,7C,00,
18391777,00000038,false,Rx,0,8,04,00,00,00,90,38,96,D4,
18391833,00000039,false,Rx,0,8,05,00,00,00,00,00,00,00,
18392697,000001F1,false,Rx,0,8,A9,D0,3E,00,00,00,24,00,
18392742,000001F2,false,Rx,0,8,00,00,00,00,00,00,00,00,
18394687,00000091,false,Rx,0,8,45,56,EE,00,00,00,00,00,
18394719,00000092,false,Rx,0,8,00,00,00,00,00,00,00,00,
18394749,00000093,false,Rx,0,8,00,00,00,00,00,00,00,00,
18394801,00000094,false,Rx,0,8,00,00,00,00,00,00,00,00,
18395693,000000FF,false,Rx,0,8,CB,10,00,00,00,00,02,00,
18395733,00000394,false,Rx,0,8,2A,22,1A,49,00,00,00,00,
18395763,000003C3,false,Rx,0,8,45,10,31,30,36,00,00,00,
18396282,000003E0,false,Rx,0,8,DF,30,01,00,54,03,00,00,
18396347,000003E5,false,Rx,0,8,48,40,01,00,00,00,00,00,
18396739,000003E6,false,Rx,0,8,6F,E0,00,00,00,00,00,00,
18396786,0000041A,false,Rx,0,8,AC,10,12,00,50,41,00,00,
18397700,0000041B,false,Rx,0,8,70,D0,00,00,00,00,00,00,
18397738,0000041C,false,Rx,0,8,9C,40,E8,00,00,00,00,00,
18397775,00000422,false,Rx,0,8,CF,B0,01,00,00,00,00,00,
18398696,0000011B,false,Rx,0,8,B0,A7,9C,05,80,08,A8,02,
18398739,0000012B,false,Rx,0,8,F7,5D,9C,06,00,00,08,00,
18398771,0000011C,false,Rx,0,8,00,05,20,00,22,00,01,01,
18398800,0000012C,false,Rx,0,8,00,00,01,00,00,64,00,00,
18399696,00000432,false,Rx,0,8,03,20,02,00,00,00,00,00,
18399723,00000146,false,Rx,0,8,AF,0F,A6,10,04,01,00,00,
18399760,00000147,false,Rx,0,8,00,04,7D,00,40,00,00,00,
18399803,00000435,false,Rx,0,8,38,E0,00,10,00,00,00,00,
18400689,00000148,false,Rx,0,8,00,00,00,00,00,5E,40,05,
18400732,000001B1,false,Rx,0,8,94,B8,A6,00,72,00,00,00,
18400766,00000149,false,Rx,0,8,00,00,00,00,00,00,00,00,
18400796,000001B2,false,Rx,0,8,23,00,04,0E,8C,00,79,EA,
18402132,00000161,false,Rx,0,8,38,8A,4E,03,00,00,00,02,
18402213,000001B3,false,Rx,0,8,8C,16,00,00,61,65,69,65,
18403355,00000162,false,Rx,0,8,FF,FC,01,00,00,00,00,00,
18403433,000001B4,false,Rx,0,8,63,67,17,00,00,40,01,00,
18403487,00000442,false,Rx,0,8,CE,20,11,81,00,00,00,00,
18403553,00000516,false,Rx,0,8,61,02,00,00,00,00,FF,FF,
18403602,000002AB,false,Rx,0,8,0A,01,F1,2B,00,00,04,00,
18403649,000002AC,false,Rx,0,8,00,FF,FF,00,00,40,00,50,
18403680,00000464,false,Rx,0,8,AA,E0,F0,FF,38,7F,05,00,
18404717,0000010B,false,Rx,0,8,F3,A6,56,00,00,16,00,05,
18404762,000002AE,false,Rx,0,8,01,00,FF,3F,00,01,00,00,
18404804,0000010C,false,Rx,0,8,FF,F9,E7,1F,34,31,34,32,
18404843,000002B6,false,Rx,0,8,0F,13,F1,01,00,00,00,40,
18404888,0000010D,false,Rx,0,8,F2,02,16,00,10,00,00,35,
18405702,000002B7,false,Rx,0,8,12,01,7F,00,00,04,00,00,
18405734,0000010E,false,Rx,0,8,7C,00,0A,00,7C,C0,AB,57,
18405758,000002B8,false,Rx,0,8,23,B1,0B,00,00,00,00,00,
18405787,000002B9,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18406980,000002C1,false,Rx,0,8,27,15,79,21,00,41,00,A1,
18407046,00000121,false,Rx,0,8,8C,D9,56,00,00,1E,00,05,
18407085,000002C2,false,Rx,0,8,40,00,00,00,00,00,00,00,
18407151,00000122,false,Rx,0,8,FF,D9,67,1F,3C,32,3C,33,
18407181,000002C3,false,Rx,0,8,00,00,00,00,00,00,00,00,
18407213,00000061,false,Rx,0,8,40,EB,38,00,00,00,00,00,
18407692,00000123,false,Rx,0,8,F2,02,1E,00,10,00,00,35,
18407721,00000062,false,Rx,0,8,02,02,00,02,40,FF,00,FF,
18408695,00000124,false,Rx,0,8,7C,00,0A,00,7C,00,20,40,
18408742,00000063,false,Rx,0,8,A5,01,15,00,00,08,FD,00,
18408778,000002C4,false,Rx,0,8,00,00,00,00,00,00,00,00,
18408830,00000064,false,Rx,0,8,00,00,00,04,FF,FA,00,00,
18408861,000001A1,false,Rx,0,8,53,54,4E,FE,F7,7F,64,00,
18409870,000000A1,false,Rx,0,8,72,81,38,02,04,00,00,00,
18409904,000001A2,false,Rx,0,8,00,00,00,00,00,08,00,00,
18409946,000000A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
18409995,000001A3,false,Rx,0,8,FF,F3,3F,00,00,00,00,00,
18410084,000000A3,false,Rx,0,8,00,40,01,00,00,00,00,00,
18410696,000001A4,false,Rx,0,8,FE,07,00,00,00,00,00,00,
18410734,000002E1,false,Rx,0,8,D1,C2,F1,00,00,00,00,40,
18411691,0000033B,false,Rx,0,8,46,5B,F7,00,00,00,00,00,
18411720,000002E2,false,Rx,0,8,FD,00,00,00,00,14,00,04,
18411743,0000033C,false,Rx,0,8,00,00,00,00,F0,00,00,00,
18411778,000002E3,false,Rx,0,8,00,00,00,00,00,00,72,01,
18411812,0000033D,false,Rx,0,8,00,00,00,00,00,00,00,00,
18412698,000002E4,false,Rx,0,8,02,00,00,00,00,00,00,00,
18412740,0000033E,false,Rx,0,8,00,00,00,00,00,00,00,00,
18412797,0000019B,false,Rx,0,8,59,41,AB,00,00,E4,00,00,
18412825,00000380,false,Rx,0,8,AD,D7,FF,00,00,00,00,01,
18413695,0000019C,false,Rx,0,8,40,20,00,00,00,00,0B,09,
18413730,00000356,false,Rx,0,8,4D,5A,7B,00,00,00,00,00,
18413754,0000019D,false,Rx,0,8,00,10,00,01,00,00,00,00,
18413782,00000357,false,Rx,0,8,00,00,00,00,00,4B,4D,48,
18414695,0000019E,false,Rx,0,8,15,00,00,00,00,32,00,00,
18414733,00000358,false,Rx,0,8,35,41,45,4D,52,37,33,4F,
18414777,000003B2,false,Rx,0,8,36,15,FF,02,29,2F,34,00,
18414804,00000359,false,Rx,0,8,51,4F,34,52,4A,35,33,00,
18416065,00000427,false,Rx,0,8,1D,86,FF,00,80,0A,00,00,
18416136,0000036F,false,Rx,0,8,38,D1,01,00,00,00,00,00,
18416173,0000037F,false,Rx,0,8,5D,E0,52,24,41,02,00,00,
18416214,00000419,false,Rx,0,8,F8,B0,25,D5,81,89,65,00,
18416288,00000383,false,Rx,0,8,C1,AA,00,00,02,00,00,00,
18416356,000003B0,false,Rx,0,8,72,37,FF,C7,00,00,03,C0,
18416434,000003B1,false,Rx,0,8,9B,3C,FF,40,00,00,20,00,
18418796,000004E8,false,Rx,0,8,FF,FF,FF,02,FF,FF,FF,00,
18418833,000004F0,false,Rx,0,8,4A,13,27,1C,48,1A,17,02,
18418859,000001FB,false,Rx,0,8,44,9A,76,00,00,00,00,00,
18419690,000001FC,false,Rx,0,8,00,00,00,00,00,00,00,00,
18419718,000001FD,false,Rx,0,8,00,1A,03,00,00,00,00,00,
18419764,000001FE,false,Rx,0,8,00,00,00,00,00,00,00,00,
18420694,0000042A,false,Rx,0,8,F4,DE,FF,01,00,10,00,00,
18422687,000001AB,false,Rx,0,8,E7,09,E1,40,70,48,00,00,
18422727,000001AC,false,Rx,0,8,00,28,00,00,00,00,00,00,
18423686,00000226,false,Rx,0,8,56,3A,F9,FF,AA,20,07,42,
18423718,000002FF,false,Rx,0,8,E0,B2,00,C1,00,00,00,00,
18423743,00000227,false,Rx,0,8,02,3A,1E,08,00,F2,A7,02,
18423769,00000316,false,Rx,0,8,D8,1F,7C,A4,0A,80,0A,00,
18424686,00000384,false,Rx,0,8,9C,14,01,00,00,FF,00,21,
18424726,00000317,false,Rx,0,8,00,00,05,00,00,00,00,00,
18424770,00000472,false,Rx,0,8,5C,EC,00,40,08,41,00,45,
18424798,00000473,false,Rx,0,8,5F,24,00,25,00,00,00,78,
18425686,00000474,false,Rx,0,8,53,98,00,00,00,00,00,10,
18430700,00000405,false,Rx,0,8,BD,30,00,00,00,01,00,00,
18430731,00000410,false,Rx,0,8,3B,10,4C,3C,4F,6A,FF,FF,
18430765,00000411,false,Rx,0,8,CF,51,50,50,00,00,44,04,
18431686,00000412,false,Rx,0,8,48,10,00,00,00,00,04,00,
18431728,00000413,false,Rx,0,8,54,90,00,41,00,00,00,00,
18432686,00000414,false,Rx,0,8,26,20,00,00,28,00,00,00,
18432718,00000416,false,Rx,0,8,55,00,00,00,00,00,00,00,
18433687,00000417,false,Rx,0,8,69,30,00,00,00,01,00,00,
18433711,00000418,false,Rx,0,8,A7,30,00,00,12,4C,00,00,
19630998,00000405,false,Rx,0,8,BD,30,00,00,00,01,00,00,
19631042,00000410,false,Rx,0,8,3B,10,4C,3C,4F,6A,FF,FF,
19631064,00000411,false,Rx,0,8,CF,51,50,50,00,00,44,04,
19635361,00000412,false,Rx,0,8,48,10,00,00,00,00,04,00,
19635551,00000413,false,Rx,0,8,54,90,00,41,00,00,00,00,
19635584,00000414,false,Rx,0,8,26,20,00,00,28,00,00,00,
19635610,00000416,false,Rx,0,8,55,00,00,00,00,00,00,00,
19639725,000002E6,false,Rx,0,8,8F,C3,FA,01,00,00,00,15,
19639769,00000256,false,Rx,0,8,C2,02,FA,15,00,00,20,01,
19640804,000002E7,false,Rx,0,8,0A,00,00,00,00,00,00,00,
19640882,00000257,false,Rx,0,8,00,95,2E,1E,72,07,00,95,
19640928,000002E8,false,Rx,0,8,00,00,00,00,00,00,00,00,
19640991,00000258,false,Rx,0,8,02,41,1D,00,10,15,00,14,
19641053,00000036,false,Rx,0,8,EF,9C,E3,51,05,00,25,01,
19641940,00000259,false,Rx,0,8,79,05,8F,3C,50,02,00,00,
19641989,00000037,false,Rx,0,8,00,51,01,10,7E,40,7E,00,
19642015,000002E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
19642043,00000038,false,Rx,0,8,04,00,00,00,90,38,96,D4,
19642693,00000039,false,Rx,0,8,05,00,00,00,00,00,00,00,
19646687,000002BF,false,Rx,0,8,FF,FF,FF,00,00,00,00,00,
19646717,0000047F,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
19647693,00000653,false,Rx,0,8,0A,19,03,01,02,2A,00,00,
19648689,0000011B,false,Rx,0,8,37,87,19,05,80,08,A8,02,
19648723,000000C5,false,Rx,0,8,00,00,00,00,00,00,00,00,
19648751,0000011C,false,Rx,0,8,00,05,20,00,22,00,01,01,
19648781,0000012B,false,Rx,0,8,70,7D,19,06,00,00,08,00,
19649688,000001E1,false,Rx,0,8,A1,61,05,02,00,00,00,00,
19649719,0000012C,false,Rx,0,8,00,00,01,00,00,64,00,00,
19649744,000001E2,false,Rx,0,8,00,00,00,00,00,00,00,00,
19649780,00000244,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
19650711,000004B4,false,Rx,0,8,00,00,00,00,00,00,00,00,
19650825,000004B5,false,Rx,0,8,08,00,F0,07,00,00,00,00,
19650867,000004B7,false,Rx,0,8,08,00,F0,07,00,00,00,00,
19650905,000004CA,false,Rx,0,8,00,00,00,00,00,00,00,00,
19651701,000004CC,false,Rx,0,8,08,00,00,03,00,00,03,00,
19651755,000004CE,false,Rx,0,8,14,01,FF,FF,FF,FF,FF,FF,
19651782,000004D7,false,Rx,0,8,23,01,00,00,00,00,00,00,
19651820,000004D8,false,Rx,0,8,41,10,F0,F0,40,F2,1E,CC,
19652691,000004DD,false,Rx,0,8,00,00,FE,00,04,00,00,00,
19652740,000004DF,false,Rx,0,8,FF,03,0C,3F,00,00,00,00,
19652777,000004E7,false,Rx,0,8,00,30,00,00,00,00,69,00,
19653868,000004E8,false,Rx,0,8,FF,FF,FF,02,FF,FF,FF,00,
19653930,000004E9,false,Rx,0,8,12,00,00,34,00,00,50,00,
19653984,000004EA,false,Rx,0,8,67,00,00,89,00,00,00,00,
19654027,0000010B,false,Rx,0,8,6A,C1,D3,00,00,17,00,05,
19655285,000004EB,false,Rx,0,8,40,98,27,1D,80,00,00,00,
19655382,0000010C,false,Rx,0,8,FF,F9,E7,1F,34,31,34,32,
19655626,000004EC,false,Rx,0,8,00,00,00,00,00,00,00,00,
19655728,0000010D,false,Rx,0,8,F2,02,17,00,10,00,00,35,
19655780,000004ED,false,Rx,0,8,00,00,00,00,00,FF,FF,1F,
19655848,000004EE,false,Rx,0,8,FF,FF,00,00,00,00,00,00,
19655898,000004EF,false,Rx,0,8,59,08,00,00,29,14,00,00,
19655928,0000063D,false,Rx,0,8,00,80,00,00,00,00,00,00,
19656711,00000121,false,Rx,0,8,15,BE,D3,00,00,1F,00,05,
19656767,0000063E,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
19656814,00000122,false,Rx,0,8,FF,D9,67,1F,3C,32,3C,33,
19657254,0000063F,false,Rx,0,8,00,10,00,C4,FF,00,00,00,
19657304,00000123,false,Rx,0,8,F2,02,1F,00,10,00,00,35,
19657335,00000061,false,Rx,0,8,A3,6B,B5,00,00,00,00,00,
19657714,00000124,false,Rx,0,8,7E,00,0A,00,7E,00,20,40,
19657748,00000062,false,Rx,0,8,02,02,00,02,40,FF,00,FF,
19658755,00000640,false,Rx,0,8,FF,FF,FF,00,FF,FF,FF,00,
19658793,00000063,false,Rx,0,8,A5,01,15,00,00,08,FD,00,
19658838,00000641,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
19658876,00000064,false,Rx,0,8,00,00,00,04,FF,FA,00,00,
19660311,00000646,false,Rx,0,8,00,00,00,80,01,00,00,00,
19660509,000000A1,false,Rx,0,8,9E,E0,B5,02,04,00,00,00,
19660569,000000A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
19660607,000000A3,false,Rx,0,8,00,40,01,00,00,00,00,00,
19661740,00000565,false,Rx,0,8,66,02,00,00,00,00,FF,FF,
19662880,0000019B,false,Rx,0,8,7D,EC,28,00,00,E4,00,00,
19662988,0000019C,false,Rx,0,8,40,20,00,00,00,00,0B,09,
19663999,0000019D,false,Rx,0,8,00,10,00,01,00,00,00,00,
19664068,0000019E,false,Rx,0,8,15,00,00,00,00,32,00,00,
19666786,0000030B,false,Rx,0,8,65,43,04,00,04,00,00,00,
19666857,0000030C,false,Rx,0,8,00,00,0E,00,2C,00,A0,0F,
19666897,0000030D,false,Rx,0,8,00,00,00,00,2F,00,00,00,
19667913,0000030E,false,Rx,0,8,00,00,30,05,21,00,00,1A,
19678695,00000396,false,Rx,0,8,CA,B1,7D,0F,0C,04,00,02,
19678752,00000397,false,Rx,0,8,38,87,00,00,00,00,00,00,
19678803,000002D6,false,Rx,0,8,A5,DB,7D,00,00,00,00,00,
19678864,000002EB,false,Rx,0,8,C6,07,7D,09,0C,02,00,02,
19678908,000002D7,false,Rx,0,8,00,00,00,00,03,00,00,0A,
19679688,000002EC,false,Rx,0,8,0F,5F,00,00,00,00,00,00,
19679716,000002D8,false,Rx,0,8,0A,00,00,00,00,00,38,30,
19679758,000002ED,false,Rx,0,8,00,00,00,00,00,00,00,00,
19680690,000002D9,false,Rx,0,8,00,00,00,00,00,00,00,00,
19680737,000002EE,false,Rx,0,8,00,00,00,00,00,00,00,00,
19680774,00000398,false,Rx,0,8,00,00,00,00,00,00,00,00,
19681687,00000151,false,Rx,0,8,F8,49,FD,A0,C8,00,28,08,
19682690,000001F6,false,Rx,0,8,A2,95,FD,00,00,00,00,0E,
19682730,00000152,false,Rx,0,8,07,07,07,00,2E,00,00,00,
19682756,000001F7,false,Rx,0,8,2E,00,B4,00,00,00,00,00,
19682808,00000153,false,Rx,0,8,00,00,00,00,00,00,00,00,
19682841,000001F8,false,Rx,0,8,00,55,00,50,00,00,00,00,
19683687,00000154,false,Rx,0,8,00,00,00,00,00,00,00,00,
19683723,000001F9,false,Rx,0,8,14,00,A0,C8,14,00,14,00,
19683769,000002FB,false,Rx,0,8,4E,44,FD,04,FD,09,C4,C4,
19683805,00000236,false,Rx,0,8,2D,AD,FD,00,4E,48,B6,65,
19684690,000002FC,false,Rx,0,8,07,00,07,08,00,00,90,97,
19684725,00000237,false,Rx,0,8,00,25,95,00,00,6C,1D,00,
19684766,000002FD,false,Rx,0,8,00,00,00,00,00,1C,09,EA,
19684799,00000238,false,Rx,0,8,00,00,FD,00,00,00,00,00,
19685687,000002FE,false,Rx,0,8,00,00,72,01,00,28,00,00,
19685720,00000239,false,Rx,0,8,00,00,00,00,01,00,00,00,
19685750,00000326,false,Rx,0,8,BC,0C,FD,00,00,00,00,00,
19685777,0000025B,false,Rx,0,8,8B,1C,FD,40,40,20,00,00,
19686696,00000327,false,Rx,0,8,00,00,00,00,05,00,00,00,
19686721,0000025C,false,Rx,0,8,00,00,2E,00,23,63,08,00,
19686760,00000328,false,Rx,0,8,B4,00,14,00,00,55,00,00,
19686791,0000025D,false,Rx,0,8,00,C8,00,00,00,80,C0,70,
19687687,00000329,false,Rx,0,8,A0,50,00,00,00,00,00,00,
19687711,0000025E,false,Rx,0,8,81,02,09,0B,00,00,00,00,
19687737,00000331,false,Rx,0,8,74,7E,FD,F1,C8,A0,2C,97,
19687765,00000332,false,Rx,0,8,C8,0A,E0,01,00,00,00,00,
19688690,00000333,false,Rx,0,8,00,00,00,1C,0C,40,20,A0,
19688714,00000334,false,Rx,0,8,C8,00,00,00,40,69,C7,86,
19691687,00000036,false,Rx,0,8,57,9D,E8,51,05,00,25,01,
19691732,00000037,false,Rx,0,8,00,51,01,10,7E,40,7E,00,
19691783,00000038,false,Rx,0,8,04,00,00,00,90,38,96,D4,
19691807,00000039,false,Rx,0,8,05,00,00,00,00,00,00,00,
19694689,00000091,false,Rx,0,8,FF,BE,FB,00,00,00,00,00,
19694720,00000092,false,Rx,0,8,00,00,00,00,00,00,00,00,
19694747,00000093,false,Rx,0,8,00,00,00,00,00,00,00,00,
19694774,00000094,false,Rx,0,8,00,00,00,00,00,00,00,00,
19698689,0000011B,false,Rx,0,8,A8,EF,1E,05,80,08,A8,02,
19698724,0000012B,false,Rx,0,8,EF,15,1E,06,00,00,08,00,
19698771,0000011C,false,Rx,0,8,00,05,20,00,22,00,01,01,
19698796,0000012C,false,Rx,0,8,00,00,01,00,00,64,00,00,
19699690,000004E8,false,Rx,0,8,FF,FF,FF,02,FF,FF,FF,00,
19699715,00000146,false,Rx,0,8,9E,75,E7,10,04,01,00,00,
19699740,00000147,false,Rx,0,8,00,04,7D,00,40,00,00,00,
19699764,00000148,false,Rx,0,8,00,00,00,00,00,5E,40,05,
19700687,00000149,false,Rx,0,8,00,00,00,00,00,00,00,00,
19700719,000001B1,false,Rx,0,8,A5,C2,E7,00,72,00,00,00,
19700759,00000161,false,Rx,0,8,45,A6,8F,03,00,00,00,02,
19700782,000001B2,false,Rx,0,8,23,00,04,0E,8C,00,79,EA,
19701690,00000162,false,Rx,0,8,FF,FC,01,00,00,00,00,00,
19701728,000001B3,false,Rx,0,8,8C,16,00,00,61,65,69,65,
19701752,000001B4,false,Rx,0,8,63,67,17,00,00,40,01,00,
19703687,0000010B,false,Rx,0,8,D2,C0,D8,00,00,17,00,05,
19704690,0000010C,false,Rx,0,8,FF,F9,E7,1F,34,31,34,32,
19704720,0000010D,false,Rx,0,8,F2,02,17,00,10,00,00,35,
19704765,0000010E,false,Rx,0,8,7E,00,0A,00,7E,C0,AB,57,
19706700,00000121,false,Rx,0,8,96,D1,D8,00,00,1F,00,05,
19706731,00000122,false,Rx,0,8,FF,D9,67,1F,3C,31,3C,33,
19706768,000003AA,false,Rx,0,8,FF,00,D0,00,54,00,00,00,
19706799,00000123,false,Rx,0,8,F2,02,1F,00,10,00,00,35,
19707696,00000124,false,Rx,0,8,7E,00,0A,00,7E,00,20,40,
19707727,00000061,false,Rx,0,8,22,1F,BA,00,00,00,00,00,
19707759,00000062,false,Rx,0,8,02,02,00,02,40,FF,00,FF,
19707801,00000063,false,Rx,0,8,A5,01,15,00,00,08,FD,00,
19708839,00000064,false,Rx,0,8,00,00,00,04,FF,FA,00,00,
19709059,000000A1,false,Rx,0,8,AE,CD,BA,02,04,00,00,00,
19709095,000000A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
19709124,000001A1,false,Rx,0,8,8C,68,8F,FE,F7,7F,64,00,
19709148,000000A3,false,Rx,0,8,00,40,01,00,00,00,00,00,
19709695,000001A2,false,Rx,0,8,00,00,00,00,00,08,00,00,
19709727,000001A3,false,Rx,0,8,FF,F3,3F,00,00,00,00,00,
19709782,000001A4,false,Rx,0,8,FE,07,00,00,00,00,00,00,
19710694,0000036F,false,Rx,0,8,89,B1,01,00,00,00,00,00,
19710723,0000037F,false,Rx,0,8,32,C0,52,24,41,02,00,00,
19712689,00000111,false,Rx,0,8,61,7B,57,01,00,00,00,00,
19712720,0000019B,false,Rx,0,8,02,C0,2D,00,00,E4,00,00,
19712748,00000112,false,Rx,0,8,00,00,00,00,00,00,00,00,
19712802,0000019C,false,Rx,0,8,40,20,00,00,00,00,0B,09,
19713690,00000113,false,Rx,0,8,00,00,00,00,00,00,00,00,
19713815,0000019D,false,Rx,0,8,00,10,00,01,00,00,00,00,
19713860,00000114,false,Rx,0,8,00,00,00,00,00,00,00,00,
19713903,0000019E,false,Rx,0,8,15,00,00,00,00,32,00,00,
19719691,000001AB,false,Rx,0,8,F3,65,22,40,70,48,00,00,
19720700,000001AC,false,Rx,0,8,00,28,00,00,00,00,00,00,
19723691,00000495,false,Rx,0,8,49,00,00,00,00,00,00,00,
19739712,00000487,false,Rx,0,8,00,00,00,00,00,00,00,00,
19739759,000004E8,false,Rx,0,8,FF,FF,FF,02,FF,FF,FF,00,
19739823,00000642,false,Rx,0,8,FF,FF,FF,FF,FF,FF,00,00,
19740696,000003B6,false,Rx,0,8,95,23,7D,00,00,00,00,33,
19740728,000003B7,false,Rx,0,8,32,00,00,00,00,00,00,00,
19740764,000003B8,false,Rx,0,8,ED,02,00,00,00,00,69,0E,
19741702,000003B9,false,Rx,0,8,00,00,00,00,00,00,00,00,
19741744,00000036,false,Rx,0,8,28,B1,ED,51,05,00,25,01,
19741782,00000037,false,Rx,0,8,00,51,01,10,7E,40,7E,00,
19741824,00000038,false,Rx,0,8,04,00,00,00,90,38,96,D4,
19742696,000001F1,false,Rx,0,8,0A,72,59,00,00,00,24,00,
19742732,00000039,false,Rx,0,8,05,00,00,00,00,00,00,00,
19742761,000001F2,false,Rx,0,8,00,00,00,00,00,00,00,00,
19748690,0000011B,false,Rx,0,8,C5,B3,23,05,80,08,A8,02,
19748733,0000012B,false,Rx,0,8,82,49,23,06,00,00,08,00,
19748765,0000011C,false,Rx,0,8,00,05,20,00,22,00,01,01,
19748810,0000012C,false,Rx,0,8,00,00,01,00,00,64,00,00,
19749691,00000475,false,Rx,0,8,12,00,00,00,00,00,00,00,
19749733,00000496,false,Rx,0,8,12,00,00,00,00,00,00,00,
19753696,0000010B,false,Rx,0,8,AD,9E,DD,00,00,17,00,05,
19754698,0000010C,false,Rx,0,8,FF,F9,E7,1F,34,31,34,31,
19754729,0000010D,false,Rx,0,8,F2,02,17,00,10,00,00,35,
19754891,0000010E,false,Rx,0,8,7E,00,0A,00,7E,C0,AB,57,
19754919,00000401,false,Rx,0,8,C6,10,10,00,00,04,00,00,
