Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
2006792,00000122,false,Rx,0,8,FF,D9,67,1F,3C,31,3C,33,
2007690,000001A3,false,Rx,0,8,FF,F3,3F,00,00,00,00,00,
2007716,00000123,false,Rx,0,8,F2,02,1E,00,10,00,00,35,
2007741,00000061,false,Rx,0,8,7E,FB,D0,00,00,00,00,00,
2007774,00000124,false,Rx,0,8,7C,00,0A,00,7C,00,20,40,
2008689,00000062,false,Rx,0,8,02,02,00,02,40,FF,00,FF,
2008733,000001A4,false,Rx,0,8,FE,07,00,00,00,00,00,00,
2008758,00000063,false,Rx,0,8,9C,01,15,00,00,08,FD,00,
2008786,000002C4,false,Rx,0,8,00,00,00,00,00,00,00,00,
2009720,00000064,false,Rx,0,8,00,00,00,04,FF,FA,00,00,
2009756,000002E1,false,Rx,0,8,1A,46,4D,00,00,00,00,40,
2009783,000000A1,false,Rx,0,8,5A,9A,D0,02,04,00,00,00,
2009816,000002E2,false,Rx,0,8,FD,00,00,00,00,14,00,04,
2009858,000000A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2010695,000002E3,false,Rx,0,8,00,00,00,00,00,00,72,01,
2010721,000000A3,false,Rx,0,8,00,40,01,00,00,00,00,00,
2010749,000002E4,false,Rx,0,8,02,00,00,00,00,00,00,00,
2011707,0000033B,false,Rx,0,8,3A,F1,53,00,00,00,00,00,
2011742,0000036F,false,Rx,0,8,28,31,01,00,00,00,00,00,
2011772,0000033C,false,Rx,0,8,00,00,00,00,F0,00,00,00,
2011825,0000034B,false,Rx,0,8,5B,C7,A1,31,D8,0D,05,01,
2011855,0000033D,false,Rx,0,8,00,00,00,00,00,00,00,00,
2012693,0000034C,false,Rx,0,8,00,00,00,00,00,00,00,00,
2012722,0000019B,false,Rx,0,8,19,57,43,00,00,E4,00,00,
2012753,0000033E,false,Rx,0,8,00,00,00,00,00,00,00,00,
2012797,0000019C,false,Rx,0,8,40,20,00,00,00,00,0B,09,
2013699,0000034D,false,Rx,0,8,00,00,00,00,00,00,00,00,
2013730,0000019D,false,Rx,0,8,00,10,00,01,00,00,00,00,
2013781,0000034E,false,Rx,0,8,00,00,00,00,00,00,00,00,
2013813,0000019E,false,Rx,0,8,15,00,00,00,00,32,00,00,
2014691,00000356,false,Rx,0,8,73,0F,29,00,00,00,00,00,
2014725,000003C3,false,Rx,0,8,45,10,31,30,36,00,00,00,
2014754,00000357,false,Rx,0,8,00,00,00,00,00,4B,4D,48,
2014789,000003B2,false,Rx,0,8,36,15,FF,02,29,2F,34,00,
2015693,00000358,false,Rx,0,8,35,41,45,4D,52,37,33,4F,
2015722,000003E0,false,Rx,0,8,DF,30,01,00,54,03,00,00,
2015759,00000359,false,Rx,0,8,51,4F,34,52,4A,35,33,00,
2015796,000003E5,false,Rx,0,8,48,40,01,00,00,00,00,00,
2016689,000001FB,false,Rx,0,8,38,30,D2,00,00,00,00,00,
2016720,0000037F,false,Rx,0,8,4D,00,52,24,41,02,00,00,
2016751,000001FC,false,Rx,0,8,00,00,00,00,00,00,00,00,
2016790,00000380,false,Rx,0,8,AD,D7,FF,00,00,00,00,01,
2017690,000001FD,false,Rx,0,8,00,1A,03,00,00,00,00,00,
2017717,00000383,false,Rx,0,8,C1,AA,00,00,02,00,00,00,
2017755,000001FE,false,Rx,0,8,00,00,00,00,00,00,00,00,
2017791,00000394,false,Rx,0,8,2A,22,1A,49,00,00,00,00,
2018701,000003E6,false,Rx,0,8,6F,E0,00,00,00,00,00,00,
2018733,000003B0,false,Rx,0,8,72,37,FF,C7,00,00,03,C0,
2018763,0000041A,false,Rx,0,8,AC,10,12,00,50,41,00,00,
2018796,000003B1,false,Rx,0,8,9B,3C,FF,40,00,00,20,00,
2019693,0000041B,false,Rx,0,8,70,D0,00,00,00,00,00,00,
2019721,0000041C,false,Rx,0,8,9C,40,E8,00,00,00,00,00,
2019761,00000422,false,Rx,0,8,CF,B0,01,00,00,00,00,00,
2019796,00000427,false,Rx,0,8,1D,86,FF,00,80,0A,00,00,
2020701,00000432,false,Rx,0,8,03,20,02,00,00,00,00,00,
2020732,00000435,false,Rx,0,8,38,E0,00,10,00,00,00,00,
2020759,00000442,false,Rx,0,8,CE,20,11,81,00,00,00,00,
2020790,00000444,false,Rx,0,8,C5,C0,20,50,55,50,00,00,
2021731,0000042A,false,Rx,0,8,F4,DE,FF,01,00,10,00,00,
2021757,00000445,false,Rx,0,8,67,40,00,00,00,00,00,18,
2021795,00000464,false,Rx,0,8,AA,E0,F0,FF,38,7F,05,00,
2023770,00000415,false,Rx,0,8,40,13,10,00,08,01,00,00,
2025689,00000384,false,Rx,0,8,9C,14,01,00,00,FF,00,21,
2025720,00000405,false,Rx,0,8,BD,30,00,00,00,01,00,00,
2025753,00000410,false,Rx,0,8,3B,10,4C,3C,4F,6A,FF,FF,
2025782,00000411,false,Rx,0,8,CF,51,50,50,00,00,44,04,
2025826,00000412,false,Rx,0,8,48,10,00,00,00,00,04,00,
2026694,00000413,false,Rx,0,8,54,90,00,41,00,00,00,00,
2026725,00000414,false,Rx,0,8,26,20,00,00,28,00,00,00,
2026758,00000416,false,Rx,0,8,55,00,00,00,00,00,00,00,
2027690,00000417,false,Rx,0,8,69,30,00,00,00,01,00,00,
2027714,00000418,false,Rx,0,8,A7,30,00,00,12,4C,00,00,
2027740,00000419,false,Rx,0,8,9C,30,2A,D5,81,89,65,00,
2028690,0000048F,false,Rx,0,8,AD,10,41,00,05,00,00,00,
2028720,000000C5,false,Rx,0,8,00,00,00,00,00,00,00,00,
2029690,00000244,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
2029723,000004B4,false,Rx,0,8,00,00,00,00,00,00,00,00,
2029766,000004B5,false,Rx,0,8,08,00,F0,07,00,00,00,00,
2029808,000004B7,false,Rx,0,8,08,00,F0,07,00,00,00,00,
2030690,000004CA,false,Rx,0,8,00,00,00,00,00,00,00,00,
2030716,000004CC,false,Rx,0,8,08,00,00,03,00,00,03,00,
2030739,000004CE,false,Rx,0,8,14,01,FF,FF,FF,FF,FF,FF,
2031733,000004D7,false,Rx,0,8,23,01,00,00,00,00,00,00,
2031790,000004D8,false,Rx,0,8,41,10,F0,F0,40,F2,1E,CC,
2031828,000004DD,false,Rx,0,8,00,00,FE,00,04,00,00,00,
2031875,000004DF,false,Rx,0,8,FF,03,0C,3F,00,00,00,00,
2031916,000004E7,false,Rx,0,8,00,30,00,00,00,00,69,00,
2032692,000004E8,false,Rx,0,8,FF,FF,FF,02,FF,FF,FF,00,
2032720,000004E9,false,Rx,0,8,12,00,00,34,00,00,50,00,
2032743,000004EA,false,Rx,0,8,67,00,00,89,00,00,00,00,
2033688,000004EB,false,Rx,0,8,40,98,27,0B,80,00,00,00,
2033729,000004EC,false,Rx,0,8,00,00,00,00,00,00,00,00,
2033774,000004ED,false,Rx,0,8,00,00,00,00,00,FF,FF,1F,
2033815,000004EE,false,Rx,0,8,FF,FF,00,00,00,00,00,00,
2034777,000004EF,false,Rx,0,8,59,08,00,00,29,14,00,00,
2034827,000004F0,false,Rx,0,8,4A,13,27,0B,48,1A,17,02,
2034856,000004F1,false,Rx,0,8,00,C0,00,00,00,00,00,00,
2034879,000004F2,false,Rx,0,8,02,FF,DD,FF,03,01,00,00,
2035705,000004F3,false,Rx,0,8,00,00,00,00,F0,00,00,00,
2035749,000004F9,false,Rx,0,8,E0,FF,FF,FF,FF,FF,FF,FF,
2035785,000004FE,false,Rx,0,8,69,23,00,03,CF,00,48,A8,
2036691,000001AB,false,Rx,0,8,98,14,AD,40,70,48,00,00,
2036735,0000063D,false,Rx,0,8,00,80,00,00,00,00,00,00,
2036762,000001AC,false,Rx,0,8,00,28,00,00,00,00,00,00,
2036791,00000226,false,Rx,0,8,64,E5,55,FF,AA,20,07,42,
2037689,000002FF,false,Rx,0,8,E0,B2,00,C1,00,00,00,00,
2037725,00000227,false,Rx,0,8,02,3A,1E,08,00,F2,A7,02,
2037763,00000316,false,Rx,0,8,41,70,2A,A4,0A,80,0A,00,
2037813,00000472,false,Rx,0,8,5C,EC,00,40,08,41,00,45,
2037853,00000317,false,Rx,0,8,00,00,05,00,00,00,00,00,
2038702,00000473,false,Rx,0,8,5F,24,00,25,00,00,00,78,
2038732,0000063E,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
2038775,00000474,false,Rx,0,8,53,98,00,00,00,00,00,10,
2038802,0000063F,false,Rx,0,8,00,10,00,C4,FF,00,00,00,
2039692,00000640,false,Rx,0,8,FF,FF,FF,00,FF,FF,FF,00,
2039723,00000641,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
2039766,00000646,false,Rx,0,8,00,00,00,80,01,00,00,00,
2040691,00000256,false,Rx,0,8,B5,F3,4A,15,00,00,30,01,
2040731,000002E6,false,Rx,0,8,0F,D8,4A,01,00,00,00,15,
2040761,00000257,false,Rx,0,8,00,95,2E,1F,72,07,00,95,
2040797,000002E7,false,Rx,0,8,0A,00,00,00,00,00,00,00,
2040825,00000258,false,Rx,0,8,02,40,1D,00,10,15,00,14,
2041691,000002E8,false,Rx,0,8,00,00,00,00,00,00,00,00,
2041719,00000036,false,Rx,0,8,45,4D,03,51,05,00,25,01,
2041775,00000259,false,Rx,0,8,7A,05,8E,3C,50,02,00,00,
2041806,00000037,false,Rx,0,8,00,4B,01,10,7C,40,7C,00,
2042691,000002E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
2042719,00000038,false,Rx,0,8,04,00,00,00,90,38,96,D4,
2042757,000001F1,false,Rx,0,8,51,ED,F7,00,00,00,24,00,
2042781,00000039,false,Rx,0,8,05,00,00,00,00,00,00,00,
2043821,000001F2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2045695,0000011B,false,Rx,0,8,23,C1,39,05,80,08,A8,02,
2046696,0000012B,false,Rx,0,8,64,3B,39,06,00,00,08,00,
2046730,0000011C,false,Rx,0,8,00,05,20,00,22,00,01,01,
2046773,0000012C,false,Rx,0,8,00,00,01,00,00,64,00,00,
2046799,000002BF,false,Rx,0,8,FF,FF,FF,00,00,00,00,00,
2047804,0000047F,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
2047832,00000653,false,Rx,0,8,0A,19,03,01,02,2A,00,00,
2054701,0000010B,false,Rx,0,8,C9,27,F3,00,00,16,00,05,
2054780,0000010C,false,Rx,0,8,FF,F9,E7,1F,34,31,34,31,
2054852,0000010D,false,Rx,0,8,F2,02,16,00,10,00,00,35,
2054908,0000010E,false,Rx,0,8,7C,00,0A,00,7C,C0,AB,57,
2056702,00000121,false,Rx,0,8,8D,44,F3,00,00,1E,00,05,
2056777,00000122,false,Rx,0,8,FF,D9,67,1F,3C,31,3C,33,
2056819,00000123,false,Rx,0,8,F2,02,1E,00,10,00,00,35,
2056846,00000124,false,Rx,0,8,7C,00,0A,00,7C,00,20,40,
2057702,00000061,false,Rx,0,8,01,D7,D5,00,00,00,00,00,
2057733,00000062,false,Rx,0,8,02,02,00,02,40,FF,00,FF,
2058699,00000063,false,Rx,0,8,9C,01,15,00,00,08,FD,00,
2058735,00000064,false,Rx,0,8,00,00,00,04,FF,FA,00,00,
2058774,000000A1,false,Rx,0,8,55,71,D5,02,04,00,00,00,
2058803,000000A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2059687,000000A3,false,Rx,0,8,00,40,01,00,00,00,00,00,
2062757,0000019B,false,Rx,0,8,A1,56,48,00,00,E4,00,00,
2062802,0000019C,false,Rx,0,8,40,20,00,00,00,00,0B,09,
2062851,0000019D,false,Rx,0,8,00,10,00,01,00,00,00,00,
2063702,0000019E,false,Rx,0,8,15,00,00,00,00,32,00,00,
2066698,0000030B,false,Rx,0,8,75,20,54,00,04,00,00,00,
2066767,0000030C,false,Rx,0,8,00,00,0E,00,2C,00,A0,0F,
2066805,0000030D,false,Rx,0,8,00,00,00,00,2F,00,00,00,
2067701,0000030E,false,Rx,0,8,00,00,30,05,21,00,00,00,
2078176,00000396,false,Rx,0,8,77,30,25,0F,0C,0A,00,02,
2078853,00000397,false,Rx,0,8,6D,81,00,00,00,00,00,00,
2078897,00000398,false,Rx,0,8,00,00,00,00,00,00,00,00,
2078964,000002D6,false,Rx,0,8,65,A4,25,00,00,00,00,00,
2079043,000002EB,false,Rx,0,8,68,84,25,0A,0C,01,00,02,
2079214,000002D7,false,Rx,0,8,00,00,00,00,03,00,00,09,
2079259,000002EC,false,Rx,0,8,2D,5D,00,00,00,00,00,00,
2079306,000002D8,false,Rx,0,8,0A,00,00,00,00,00,38,30,
2079710,000002ED,false,Rx,0,8,00,00,00,00,00,00,00,00,
2079879,000002D9,false,Rx,0,8,00,00,00,00,00,00,00,00,
2081744,000002EE,false,Rx,0,8,00,00,00,00,00,00,00,00,
2082256,00000236,false,Rx,0,8,AD,B6,4D,00,4E,48,B6,65,
2082374,000002FB,false,Rx,0,8,CE,5F,4D,04,FD,09,C4,C4,
2082884,00000237,false,Rx,0,8,00,25,95,00,00,6C,1D,00,
2082948,00000151,false,Rx,0,8,78,52,4D,A0,C8,00,28,08,
2083053,00000238,false,Rx,0,8,00,00,FD,00,00,00,00,00,
2083123,00000239,false,Rx,0,8,00,00,00,00,01,00,00,00,
2083246,000001F6,false,Rx,0,8,22,8E,4D,00,00,00,00,0E,
2083327,000001F7,false,Rx,0,8,2E,00,B4,00,00,00,00,00,
2083411,000002FC,false,Rx,0,8,07,00,07,08,00,00,90,97,
2083489,000001F8,false,Rx,0,8,00,55,00,50,00,00,00,00,
2083964,000002FD,false,Rx,0,8,00,00,00,00,00,1C,09,EA,
2084526,000001E6,false,Rx,0,8,D2,4B,A0,02,00,00,00,00,
2084589,000001F9,false,Rx,0,8,14,00,A0,C8,14,00,14,00,
2084654,000001BB,false,Rx,0,8,F1,4E,A0,02,00,00,00,0A,
2084694,0000025B,false,Rx,0,8,B5,26,4D,40,40,20,00,00,
2086207,000001BC,false,Rx,0,8,32,00,00,00,03,00,00,00,
2086305,0000025C,false,Rx,0,8,00,00,2E,00,23,63,08,00,
2086377,000001BD,false,Rx,0,8,00,00,00,00,00,00,00,00,
2086940,0000025D,false,Rx,0,8,00,C8,00,00,00,80,C0,70,
2087021,000001E7,false,Rx,0,8,00,00,22,03,20,01,00,00,
2087098,0000025E,false,Rx,0,8,5A,02,09,08,00,00,00,00,
2088067,000002FE,false,Rx,0,8,00,00,72,01,00,28,00,00,
2088318,00000566,false,Rx,0,8,16,02,00,00,00,00,FF,FF,
2088404,00000327,false,Rx,0,8,00,00,00,00,05,00,00,00,
2088551,00000328,false,Rx,0,8,B4,00,14,00,00,55,00,00,
2088632,00000329,false,Rx,0,8,A0,50,00,00,00,00,00,00,
2088682,00000331,false,Rx,0,8,F4,65,4D,F1,C8,A0,2C,97,
2088764,00000333,false,Rx,0,8,00,00,00,1C,0C,40,20,A0,
2088830,00000334,false,Rx,0,8,C8,00,00,00,40,69,C7,86,
2091797,00000036,false,Rx,0,8,01,C3,08,51,05,00,25,01,
2091850,00000037,false,Rx,0,8,00,46,01,10,7A,40,7A,00,
2091900,00000038,false,Rx,0,8,04,00,00,00,90,38,96,D4,
2091946,00000039,false,Rx,0,8,05,00,00,00,00,00,00,00,
2095254,00000091,false,Rx,0,8,7F,A5,4B,00,00,00,00,00,
2095328,00000092,false,Rx,0,8,00,00,00,00,00,00,00,00,
2097027,00000093,false,Rx,0,8,00,00,00,00,00,00,00,00,
2097143,0000012B,false,Rx,0,8,FB,53,3E,06,00,00,08,00,
2097451,00000094,false,Rx,0,8,00,00,00,00,00,00,00,00,
2097508,0000012C,false,Rx,0,8,00,00,01,00,00,64,00,00,
2097563,0000011B,false,Rx,0,8,BC,A9,3E,05,80,08,A8,02,
2097652,0000011C,false,Rx,0,8,00,05,20,00,22,00,01,01,
2097731,000001E1,false,Rx,0,8,89,C7,A6,02,00,00,00,00,
2098426,000001E2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2099833,00000146,false,Rx,0,8,B5,F7,77,10,04,01,00,00,
2099879,00000147,false,Rx,0,8,00,04,7D,00,40,00,00,00,
2099919,00000148,false,Rx,0,8,00,00,00,00,00,5E,40,05,
2099954,00000149,false,Rx,0,8,00,00,00,00,00,00,00,00,
2099997,000001B1,false,Rx,0,8,8E,40,77,00,72,00,00,00,
2100966,000001B2,false,Rx,0,8,23,00,04,0E,8C,00,79,EA,
2101155,000001B3,false,Rx,0,8,8C,16,00,00,61,65,69,65,
2102136,000001B4,false,Rx,0,8,63,67,17,00,00,40,01,00,
2104711,0000010B,false,Rx,0,8,2F,AA,F8,00,00,16,00,05,
2104765,0000010C,false,Rx,0,8,FF,F9,E7,1F,34,31,34,32,
2104805,0000010D,false,Rx,0,8,F2,02,16,00,10,00,00,35,
2104889,0000010E,false,Rx,0,8,7A,00,0A,00,7A,C0,AB,57,
2104931,0000036F,false,Rx,0,8,20,41,01,00,00,00,00,00,
2105690,0000037F,false,Rx,0,8,F4,10,52,24,41,02,00,00,
2105733,000001A1,false,Rx,0,8,A7,EA,1F,FE,F7,7F,64,00,
2105783,000001A2,false,Rx,0,8,00,00,00,00,00,08,00,00,
2106690,000001A3,false,Rx,0,8,FF,F3,3F,00,00,00,00,00,
2106731,00000121,false,Rx,0,8,6B,BB,F8,00,00,1E,00,05,
2106763,000001A4,false,Rx,0,8,FE,07,00,00,00,00,00,00,
2106801,00000122,false,Rx,0,8,FF,D9,67,1F,3C,31,3C,33,
2107698,000003AA,false,Rx,0,8,FF,00,D0,00,54,00,00,00,
2107738,00000123,false,Rx,0,8,F2,02,1E,00,10,00,00,35,
2107781,00000061,false,Rx,0,8,55,53,DA,00,00,00,00,00,
2107819,00000124,false,Rx,0,8,7A,00,0A,00,7A,00,20,40,
2108690,00000062,false,Rx,0,8,02,02,00,02,40,FF,00,FF,
2108734,00000063,false,Rx,0,8,9B,01,15,00,00,08,FD,00,
2108765,00000064,false,Rx,0,8,00,00,00,04,FF,FA,00,00,
2108801,000000A1,false,Rx,0,8,65,5C,DA,02,04,00,00,00,
2109690,000000A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2109722,000000A3,false,Rx,0,8,00,40,01,00,00,00,00,00,
2112689,0000019B,false,Rx,0,8,DE,7A,4D,00,00,E4,00,00,
2112736,00000111,false,Rx,0,8,56,4E,FF,01,00,00,00,00,
2112779,0000019C,false,Rx,0,8,40,20,00,00,00,00,0B,09,
2113690,00000112,false,Rx,0,8,00,00,00,00,00,00,00,00,
2113728,0000019D,false,Rx,0,8,00,10,00,01,00,00,00,00,
2113765,00000113,false,Rx,0,8,00,00,00,00,00,00,00,00,
2113801,0000019E,false,Rx,0,8,15,00,00,00,00,32,00,00,
2114688,00000114,false,Rx,0,8,00,00,00,00,00,00,00,00,
2120723,00000487,false,Rx,0,8,00,00,00,00,00,00,00,00,
2120776,00000642,false,Rx,0,8,FF,FF,FF,FF,FF,FF,00,00,
2120857,00000645,false,Rx,0,8,2B,36,06,B9,E6,32,56,00,
2123692,00000495,false,Rx,0,8,49,00,00,00,00,00,00,00,
2133694,00000401,false,Rx,0,8,C6,10,10,00,00,04,00,00,
2135695,000001AB,false,Rx,0,8,88,4E,B2,40,70,48,00,00,
2135735,000001AC,false,Rx,0,8,00,28,00,00,00,00,00,00,
2140688,000003B6,false,Rx,0,8,55,2E,25,00,00,00,00,33,
2140736,000003B7,false,Rx,0,8,32,00,00,00,00,00,00,00,
2140774,000003B8,false,Rx,0,8,ED,02,00,00,00,00,69,0E,
2141695,000003B9,false,Rx,0,8,00,00,00,00,00,00,00,00,
2141726,00000036,false,Rx,0,8,7E,EF,0D,51,05,00,25,01,
2141752,00000037,false,Rx,0,8,00,46,01,10,7A,40,7A,00,
2141786,00000038,false,Rx,0,8,04,00,00,00,90,38,96,D4,
2142687,00000039,false,Rx,0,8,05,00,00,00,00,00,00,00,
2145689,0000011B,false,Rx,0,8,F9,79,43,05,80,08,A8,02,
2146719,0000012B,false,Rx,0,8,BE,83,43,06,00,00,08,00,
2146767,0000011C,false,Rx,0,8,00,05,20,00,22,00,01,01,
2146804,0000012C,false,Rx,0,8,00,00,01,00,00,64,00,00,
2148692,00000475,false,Rx,0,8,12,00,00,00,00,00,00,00,
2149691,00000496,false,Rx,0,8,12,00,00,00,00,00,00,00,
2154690,0000010B,false,Rx,0,8,50,86,FD,00,00,16,00,05,
2154731,0000010C,false,Rx,0,8,FF,F9,E7,1F,34,31,34,32,
2154775,0000010D,false,Rx,0,8,F2,02,16,00,10,00,00,35,
2154822,0000010E,false,Rx,0,8,7A,00,0A,00,7A,C0,AB,57,
2156702,00000121,false,Rx,0,8,14,97,FD,00,00,1E,00,05,
2156742,00000122,false,Rx,0,8,FF,D9,67,1F,3C,31,3C,33,
2156775,00000123,false,Rx,0,8,F2,02,1E,00,10,00,00,35,
2156806,00000124,false,Rx,0,8,7A,00,0A,00,7A,00,20,40,
2157691,00000061,false,Rx,0,8,2A,7F,DF,00,00,00,00,00,
2157733,00000062,false,Rx,0,8,02,02,00,02,40,FF,00,FF,
2158691,00000063,false,Rx,0,8,9B,01,15,00,00,08,FD,00,
2158737,00000064,false,Rx,0,8,00,00,00,04,FF,FA,00,00,
2158774,000000A1,false,Rx,0,8,6A,B7,DF,02,04,00,00,00,
2158803,000000A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2159686,000000A3,false,Rx,0,8,00,40,01,00,00,00,00,00,
2160691,000004A3,false,Rx,0,8,80,00,48,0B,3E,00,00,00,
2160718,000004A4,false,Rx,0,8,FF,FF,FF,00,00,00,00,00,
2162694,00000485,false,Rx,0,8,00,40,11,02,00,00,00,00,
2162736,0000019B,false,Rx,0,8,9A,CA,52,00,00,E4,00,00,
2163691,0000019C,false,Rx,0,8,40,20,00,00,00,00,0B,09,
2163728,0000019D,false,Rx,0,8,00,10,00,01,00,00,00,00,
2163758,0000019E,false,Rx,0,8,15,00,00,00,00,32,00,00,
2175692,00000419,false,Rx,0,8,5E,40,29,D5,81,89,65,00,
2176691,00000251,false,Rx,0,8,41,8D,4C,00,00,00,00,00,
2176717,00000252,false,Rx,0,8,00,00,00,00,03,00,00,11,
2177687,00000253,false,Rx,0,8,12,00,00,39,39,00,80,30,
2178690,00000448,false,Rx,0,8,7F,00,00,00,00,00,00,00,
2184689,00000382,false,Rx,0,8,22,3D,00,00,00,01,08,00,
2185690,00000516,false,Rx,0,8,61,02,00,00,00,00,FF,FF,
2190689,000003A1,false,Rx,0,8,C0,89,33,00,FF,FF,FF,FF,
2190716,000003A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2191690,00000036,false,Rx,0,8,3A,5F,12,51,05,00,25,01,
2191716,00000037,false,Rx,0,8,00,46,01,10,7A,40,7A,00,
2191754,00000038,false,Rx,0,8,04,00,00,00,90,38,96,D4,
2192690,00000039,false,Rx,0,8,05,00,00,00,00,00,00,00,
2192728,000001F1,false,Rx,0,8,22,D4,FA,00,00,00,24,00,
2192759,000001F2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2195689,00000091,false,Rx,0,8,8C,3B,4C,00,00,00,00,00,
2195715,00000092,false,Rx,0,8,00,00,00,00,00,00,00,00,
2195745,00000093,false,Rx,0,8,00,00,00,00,00,00,00,00,
2195775,0000012B,false,Rx,0,8,76,7A,48,06,00,00,08,00,
2196690,00000094,false,Rx,0,8,00,00,00,00,00,00,00,00,
2196721,0000012C,false,Rx,0,8,00,00,01,00,00,64,00,00,
2196765,0000011B,false,Rx,0,8,31,80,48,05,80,08,A8,02,
2196798,00000161,false,Rx,0,8,E8,11,24,03,00,00,00,02,
2197690,0000011C,false,Rx,0,8,00,05,20,00,22,00,01,01,
2197713,00000162,false,Rx,0,8,FF,FC,01,00,00,00,00,00,
2199696,00000146,false,Rx,0,8,0D,F6,7C,10,04,01,00,00,
2199726,00000147,false,Rx,0,8,00,04,7D,00,40,00,00,00,
2199760,00000148,false,Rx,0,8,00,00,00,00,00,5E,40,05,
2199793,00000149,false,Rx,0,8,00,00,00,00,00,00,00,00,
2200849,000001B1,false,Rx,0,8,36,41,7C,00,72,00,00,00,
2200906,000001B2,false,Rx,0,8,23,00,04,0E,8C,00,79,EA,
2200950,000001B3,false,Rx,0,8,8C,16,00,00,61,65,69,65,
2201028,000001B4,false,Rx,0,8,63,67,17,00,00,40,01,00,
2202706,000002AB,false,Rx,0,8,4D,37,4F,2B,00,00,04,00,
2202741,000002AC,false,Rx,0,8,00,FF,FF,00,00,40,00,50,
2202787,000002AD,false,Rx,0,8,00,01,00,40,FF,FF,FF,0F,
2202849,000002AE,false,Rx,0,8,01,00,FF,3F,00,01,00,00,
2202891,000002B6,false,Rx,0,8,48,25,4F,01,00,00,00,40,
2203707,000002B7,false,Rx,0,8,12,01,7F,00,00,04,00,00,
2203743,000002B8,false,Rx,0,8,23,B1,0B,00,00,00,00,00,
2203767,000002B9,false,Rx,0,8,0A,00,00,00,00,00,00,00,
2204691,0000010B,false,Rx,0,8,26,CA,02,00,00,16,00,05,
2204717,000002C1,false,Rx,0,8,D3,AB,28,21,00,41,00,A1,
2204752,0000010C,false,Rx,0,8,FF,F9,E7,1F,34,31,34,32,
2204789,000002C2,false,Rx,0,8,40,00,00,00,00,00,00,00,
2205690,0000010D,false,Rx,0,8,F2,02,16,00,10,00,00,35,
2205730,000002C3,false,Rx,0,8,00,00,00,00,00,00,00,00,
2205764,000000FF,false,Rx,0,8,CB,10,00,00,00,00,02,00,
2205789,000002C4,false,Rx,0,8,00,00,00,00,00,00,00,00,
2206701,0000010E,false,Rx,0,8,7A,00,0A,00,7A,C0,AB,57,
2206728,00000121,false,Rx,0,8,62,DB,02,00,00,1E,00,05,
2206768,000001A1,false,Rx,0,8,71,B6,24,FE,F7,7F,64,00,
2206814,00000122,false,Rx,0,8,FF,D9,67,1F,3C,31,3C,33,
2206859,000001A2,false,Rx,0,8,00,00,00,00,00,08,00,00,
2207692,00000123,false,Rx,0,8,F2,02,1E,00,10,00,00,35,
2207728,000001A3,false,Rx,0,8,FF,F3,3F,00,00,00,00,00,
2207758,00000061,false,Rx,0,8,29,D3,E4,00,00,00,00,00,
2207794,00000124,false,Rx,0,8,7A,00,0A,00,7A,00,20,40,
2208691,00000062,false,Rx,0,8,02,02,00,02,40,FF,00,FF,
2208738,000001A4,false,Rx,0,8,FE,07,00,00,00,00,00,00,
2208776,00000063,false,Rx,0,8,9C,01,15,00,00,08,FD,00,
2208819,000002E1,false,Rx,0,8,96,F4,4F,00,00,00,00,40,
2209691,00000064,false,Rx,0,8,00,00,00,04,FF,FA,00,00,
2209732,000002E2,false,Rx,0,8,FD,00,00,00,00,14,00,04,
2209769,000000A1,false,Rx,0,8,A3,86,E4,02,04,00,00,00,
2209795,000002E3,false,Rx,0,8,00,00,00,00,00,00,72,01,
2210698,000000A2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2210737,000002E4,false,Rx,0,8,02,00,00,00,00,00,00,00,
2210774,000000A3,false,Rx,0,8,00,40,01,00,00,00,00,00,
2210818,0000033B,false,Rx,0,8,8F,36,55,00,00,00,00,00,
2211699,0000036F,false,Rx,0,8,99,51,01,00,00,00,00,00,
2211731,0000033C,false,Rx,0,8,00,00,00,00,F0,00,00,00,
2211770,00000356,false,Rx,0,8,B9,E4,2A,00,00,00,00,00,
2211796,0000033D,false,Rx,0,8,00,00,00,00,00,00,00,00,
2212691,00000357,false,Rx,0,8,00,00,00,00,00,4B,4D,48,
2212729,0000033E,false,Rx,0,8,00,00,00,00,00,00,00,00,
2212762,0000019B,false,Rx,0,8,E5,E6,57,00,00,E4,00,00,
2212800,00000358,false,Rx,0,8,35,41,45,4D,52,37,33,4F,
